brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,zip_code_encoded,street_encoded
45712.0,0,310900.0,3.0,2.0,0.34,1269207.0,Canfield,Ohio,44406.0,1887.0,,240000.0,310900.0
45712.0,0,309500.0,3.0,2.0,0.34,1267488.0,Canfield,Ohio,44406.0,1887.0,,240000.0,309500.0
45712.0,0,290900.0,3.0,2.0,0.34,1269117.0,Canfield,Ohio,44406.0,1887.0,,240000.0,290900.0
45712.0,0,305900.0,3.0,2.0,0.34,1257210.0,Canfield,Ohio,44406.0,1887.0,,240000.0,305900.0
45807.0,0,339900.0,3.0,3.0,0.21,3348.0,Boardman,Ohio,44512.0,2083.0,,147200.0,339900.0
4562.0,0,399900.0,3.0,3.0,0.45,718588.0,Girard,Ohio,44420.0,2889.0,1995-04-26,118950.0,399900.0
45807.0,0,564000.0,4.0,3.0,0.43,1078215.0,Poland,Ohio,44514.0,2350.0,,189900.0,564000.0
19178.0,0,499900.0,4.0,4.0,0.2,1289906.0,Steubenville,Ohio,43953.0,3698.0,,165000.0,499900.0
10633.0,0,72000.0,5.0,2.0,0.16,630230.0,Hubbard,Ohio,44425.0,1752.0,,139900.0,150000.0
52584.0,0,110000.0,3.0,3.0,0.25,870487.0,Columbiana,Ohio,44408.0,3651.0,,184000.0,110000.0
101208.0,0,99000.0,2.0,1.0,2.16,1724202.0,Youngstown,Ohio,44512.0,1068.0,,147200.0,99000.0
52584.0,0,160000.0,3.0,1.0,0.29,1414933.0,Austintown,Ohio,44515.0,1552.0,2013-09-25,139900.0,160000.0
45712.0,0,327500.0,3.0,2.0,0.34,1264221.0,Canfield,Ohio,44406.0,1887.0,,240000.0,327500.0
31602.0,0,79900.0,2.0,2.0,0.21,1662183.0,Youngstown,Ohio,44505.0,1512.0,,122500.0,79900.0
108031.0,0,349000.0,4.0,3.0,0.45,716151.0,Warren,Ohio,44484.0,2999.0,2005-02-18,142900.0,349000.0
45712.0,0,900000.0,7.0,8.0,4.13,1216060.0,Canfield,Ohio,44406.0,10938.0,2016-06-09,240000.0,987500.0
42526.0,0,40000.0,3.0,2.0,0.13,1060779.0,Shadyside,Ohio,43947.0,1266.0,,147450.0,40000.0
87878.0,0,54900.0,2.0,1.0,0.18,1327154.0,Campbell,Ohio,44405.0,1046.0,1995-06-13,84999.0,152450.0
